"061837 PM - RawData-003 - C:\Users\Ian\06132008\blocking-sampl-area-2_061426 PM.spc"
"Wavelength nm.","T%"
738.50,87.979
739.00,88.046
739.50,88.034
740.00,88.022
740.50,88.034
741.00,88.028
741.50,88.029
742.00,88.048
742.50,88.086
743.00,88.109
743.50,88.104
744.00,88.086
744.50,88.071
745.00,88.066
745.50,88.046
746.00,88.081
746.50,88.078
747.00,88.086
747.50,88.127
748.00,88.177
748.50,88.208
749.00,88.196
749.50,88.187
750.00,88.168
750.50,88.194
751.00,88.213
751.50,88.248
752.00,88.269
752.50,88.257
753.00,88.252
753.50,88.251
754.00,88.292
754.50,88.303
755.00,88.281
755.50,88.286
756.00,88.286
756.50,88.287
757.00,88.327
757.50,88.359
758.00,88.356
758.50,88.396
759.00,88.373
759.50,88.321
760.00,88.304
760.50,88.306
761.00,88.327
761.50,88.376
762.00,88.414
762.50,88.406
763.00,88.455
763.50,88.466
764.00,88.455
764.50,88.463
765.00,88.440
765.50,88.425
766.00,88.440
766.50,88.478
767.00,88.489
767.50,88.486
768.00,88.486
768.50,88.460
769.00,88.432
769.50,88.449
770.00,88.493
770.50,88.504
771.00,88.513
771.50,88.539
772.00,88.521
772.50,88.527
773.00,88.570
773.50,88.583
774.00,88.586
774.50,88.570
775.00,88.547
775.50,88.576
776.00,88.580
776.50,88.585
777.00,88.628
777.50,88.647
778.00,88.602
778.50,88.596
779.00,88.631
779.50,88.660
780.00,88.690
780.50,88.695
781.00,88.716
781.50,88.680
782.00,88.641
782.50,88.661
783.00,88.669
783.50,88.675
784.00,88.684
784.50,88.719
785.00,88.727
785.50,88.730
786.00,88.718
786.50,88.721
787.00,88.725
787.50,88.748
788.00,88.762
788.50,88.751
789.00,88.782
789.50,88.779
790.00,88.754
790.50,88.733
791.00,88.747
791.50,88.791
792.00,88.782
792.50,88.762
793.00,88.771
793.50,88.760
794.00,88.765
794.50,88.783
795.00,88.820
795.50,88.788
796.00,88.765
796.50,88.823
797.00,88.808
797.50,88.795
798.00,88.823
798.50,88.838
799.00,88.835
799.50,88.805
800.00,88.828
800.50,88.858
801.00,88.866
801.50,88.916
802.00,88.913
802.50,88.875
803.00,88.875
803.50,88.843
804.00,88.863
804.50,88.882
805.00,88.873
805.50,88.907
806.00,88.904
806.50,88.885
807.00,88.911
807.50,88.942
808.00,88.911
808.50,88.884
809.00,88.890
809.50,88.902
810.00,88.896
810.50,88.898
811.00,88.928
811.50,88.945
812.00,88.950
812.50,88.943
813.00,88.890
813.50,88.838
814.00,88.818
814.50,88.792
815.00,88.821
815.50,88.901
816.00,88.922
816.50,88.927
817.00,88.968
817.50,88.954
818.00,88.931
818.50,88.959
819.00,88.913
819.50,88.892
820.00,88.950
820.50,88.940
821.00,88.951
821.50,89.000
822.00,88.985
822.50,88.947
823.00,88.963
823.50,88.972
824.00,88.971
824.50,88.956
825.00,88.931
825.50,88.956
826.00,88.965
826.50,88.991
827.00,89.050
827.50,89.056
828.00,89.001
828.50,88.962
829.00,88.997
829.50,88.997
830.00,88.974
830.50,88.989
831.00,89.000
831.50,89.026
832.00,89.021
832.50,88.959
833.00,88.913
833.50,88.936
834.00,89.021
834.50,89.052
835.00,89.029
835.50,89.035
836.00,88.997
836.50,88.916
837.00,88.907
837.50,88.948
838.00,88.943
838.50,89.021
839.00,89.095
839.50,89.020
840.00,88.982
840.50,88.989
841.00,89.009
841.50,89.049
842.00,89.066
842.50,89.058
843.00,89.058
843.50,89.075
844.00,89.035
844.50,89.001
845.00,89.003
845.50,89.011
846.00,89.044
846.50,89.034
847.00,88.976
847.50,88.994
848.00,89.047
848.50,89.003
849.00,88.994
849.50,89.029
850.00,89.037
850.50,89.046
851.00,89.021
851.50,89.012
852.00,88.998
852.50,89.038
853.00,89.072
853.50,89.044
854.00,89.018
854.50,88.948
855.00,88.940
855.50,88.986
856.00,88.959
856.50,88.988
857.00,89.001
857.50,88.979
858.00,89.012
858.50,89.053
859.00,89.041
859.50,89.024
860.00,89.023
860.50,88.988
861.00,89.034
861.50,89.063
862.00,89.046
862.50,89.044
863.00,89.064
863.50,89.041
864.00,89.053
864.50,89.072
865.00,89.001
