

 One-dimensional plot values
 Input line #     176
  X (Microns)   Y (Microns)  Distance (Microns) Concentration (cm^-3)         
     35.00000      20.40000      20.40000        1.826163E+07
     35.00000      40.40000      40.40000        1.213454E+10
     35.00000      60.40000      60.40001        1.479420E+10
     35.00000      80.40000      80.39999        1.520899E+10
     35.00000     100.40000     100.40000        1.503888E+10
     35.00000     120.40000     120.40000        1.471722E+10
     35.00000     140.40001     140.40001        1.436090E+10
     35.00000     160.40001     160.40001        1.400128E+10
     35.00000     180.40000     180.39999        1.364656E+10
     35.00000     200.40000     200.39999        1.329854E+10
     35.00000     220.40000     220.40001        1.295738E+10
     35.00000     240.40001     240.40001        1.262268E+10
     35.00000     260.40001     260.39999        1.229397E+10
     35.00000     280.40001     280.40002        1.197080E+10
     35.00000     300.40001     300.40002        1.165264E+10
     35.00000     320.40000     320.39999        1.133903E+10
     35.00000     340.40000     340.39999        1.102945E+10
     35.00000     360.40001     360.39999        1.072345E+10
     35.00000     380.40001     380.40002        1.042051E+10
     35.00000     400.40001     400.40002        1.012022E+10
     35.00000     420.40002     420.40002        9.822042E+09
     35.00000     440.40002     440.40002        9.525558E+09
     35.00000     460.40002     460.40002        9.230236E+09
     35.00000     480.40003     480.40002        8.935629E+09
     35.00000     500.40003     500.40002        8.641255E+09
     35.00000     520.40000     520.40002        8.346639E+09
     35.00000     540.40000     540.40002        8.051223E+09
     35.00000     560.40000     560.40002        7.754538E+09
     35.00000     580.40000     580.40002        7.456037E+09
     35.00000     600.40001     600.40002        7.155202E+09
     35.00000     620.40001     620.40002        6.851488E+09
     35.00000     640.40005     640.40002        6.544292E+09
     35.00000     660.40002     660.40002        6.232968E+09
     35.00000     680.39998     680.39996        5.916907E+09
     35.00000     700.40002     700.40002        5.595464E+09
     35.00000     720.39999     720.39996        5.267960E+09
     35.00000     740.40003     740.40002        4.933556E+09
     35.00000     760.40000     760.40002        4.591422E+09
     35.00000     780.40004     780.40002        4.240682E+09
     35.00000     800.40000     800.40002        3.880470E+09
     35.00000     820.40004     820.40002        3.509823E+09
     35.00000     840.40001     840.40002        3.127459E+09
     35.00000     860.40005     860.40002        2.732083E+09
     35.00000     880.40002     880.40002        2.322350E+09
     35.00000     900.40006     900.40009        1.896905E+09
     35.00000     920.40002     920.40002        1.454226E+09
     35.00000     940.39999     940.39996        9.921259E+08
     35.00000     960.40003     960.40002        5.083194E+08
     35.00000     980.40000     980.40002        6.829385E+05
     35.00000    1000.40004    1000.40002        1.636043E+13
     35.00000    1000.40339    1000.40338        3.742864E+11
     35.00000    1000.41337    1000.41339        1.218276E+09
     35.00000    1000.42671    1000.42670        1.191755E+08
     35.00000    1000.43669    1000.43671        6.610732E+07
