

 One-dimensional plot values
 Input line #     175
  X (Microns)   Y (Microns)  Distance (Microns) Concentration (cm^-3)         
     22.50000      10.39998      10.39998        1.037532E+11
     22.50000      20.40000      20.40000        9.864256E+10
     22.50000      30.39998      30.39998        9.948835E+10
     22.50000      40.40000      40.40000        9.958955E+10
     22.50000      50.39999      50.39999        9.955500E+10
     22.50000      60.40000      60.40001        9.935779E+10
     22.50000      70.39999      70.39999        9.918057E+10
     22.50000      80.40000      80.39999        9.896214E+10
     22.50000      90.39998      90.39998        9.876502E+10
     22.50000     100.40000     100.40000        9.855704E+10
     22.50000     110.39998     110.39999        9.835899E+10
     22.50000     120.40000     120.40000        9.815833E+10
     22.50000     130.39999     130.39999        9.796323E+10
     22.50000     140.40001     140.40001        9.776789E+10
     22.50000     150.39999     150.39999        9.757636E+10
     22.50000     160.40001     160.40001        9.738499E+10
     22.50000     170.39999     170.39999        9.719677E+10
     22.50000     180.40000     180.39999        9.700891E+10
     22.50000     190.39998     190.39998        9.682397E+10
     22.50000     200.40000     200.39999        9.663938E+10
     22.50000     210.39998     210.39998        9.645748E+10
     22.50000     220.40000     220.40001        9.627570E+10
     22.50000     230.39998     230.39998        9.609659E+10
     22.50000     240.40001     240.40001        9.591760E+10
     22.50000     250.39999     250.39999        9.574084E+10
     22.50000     260.40001     260.39999        9.556419E+10
     22.50000     270.39999     270.39999        9.538954E+10
     22.50000     280.40001     280.40002        9.521501E+10
     22.50000     290.39999     290.39999        9.504225E+10
     22.50000     300.40001     300.40002        9.486981E+10
     22.50000     310.40000     310.39999        9.469872E+10
     22.50000     320.40000     320.39999        9.452794E+10
     22.50000     330.39998     330.39999        9.435809E+10
     22.50000     340.40000     340.39999        9.418854E+10
     22.50000     350.39999     350.39999        9.402013E+10
     22.50000     360.40001     360.39999        9.385180E+10
     22.50000     370.39999     370.39999        9.368399E+10
     22.50000     380.40001     380.40002        9.351648E+10
     22.50000     390.39999     390.39999        9.334947E+10
     22.50000     400.40001     400.40002        9.318276E+10
     22.50000     410.40000     410.39999        9.301614E+10
     22.50000     420.40002     420.40002        9.284962E+10
     22.50000     430.40000     430.39999        9.268319E+10
     22.50000     440.40002     440.40002        9.251685E+10
     22.50000     450.40000     450.39999        9.235021E+10
     22.50000     460.40002     460.40002        9.218366E+10
     22.50000     470.40001     470.39999        9.201681E+10
     22.50000     480.40003     480.40002        9.185006E+10
     22.50000     490.40001     490.39999        9.168240E+10
     22.50000     500.40003     500.40002        9.151505E+10
     22.50000     510.40001     510.40002        9.134660E+10
     22.50000     520.40000     520.40002        9.117846E+10
     22.50000     530.39998     530.39996        9.100884E+10
     22.50000     540.40000     540.40002        9.083952E+10
     22.50000     550.39998     550.39996        9.066873E+10
     22.50000     560.40000     560.40002        9.049806E+10
     22.50000     570.39998     570.39996        9.032554E+10
     22.50000     580.40000     580.40002        9.015334E+10
     22.50000     590.39999     590.39996        8.997890E+10
     22.50000     600.40001     600.40002        8.980479E+10
     22.50000     610.39999     610.39996        8.962827E+10
     22.50000     620.40001     620.40002        8.945190E+10
     22.50000     630.40003     630.40002        8.927294E+10
     22.50000     640.40005     640.40002        8.909433E+10
     22.50000     650.40000     650.40002        8.891277E+10
     22.50000     660.40002     660.40002        8.873137E+10
     22.50000     670.39996     670.39996        8.854685E+10
     22.50000     680.39998     680.39996        8.836252E+10
     22.50000     690.40000     690.40002        8.817470E+10
     22.50000     700.40002     700.40002        8.798708E+10
     22.50000     710.39997     710.39996        8.779582E+10
     22.50000     720.39999     720.39996        8.760477E+10
     22.50000     730.40001     730.40002        8.740954E+10
     22.50000     740.40003     740.40002        8.721474E+10
     22.50000     750.39998     750.39996        8.701541E+10
     22.50000     760.40000     760.40002        8.681653E+10
     22.50000     770.40002     770.40002        8.661279E+10
     22.50000     780.40004     780.40002        8.640952E+10
     22.50000     790.39998     790.39996        8.620105E+10
     22.50000     800.40000     800.40002        8.599308E+10
     22.50000     810.40002     810.40002        8.577959E+10
     22.50000     820.40004     820.40002        8.556643E+10
     22.50000     830.39999     830.39996        8.534744E+10
     22.50000     840.40001     840.40002        8.512900E+10
     22.50000     850.40003     850.40002        8.490442E+10
     22.50000     860.40005     860.40002        8.468024E+10
     22.50000     870.40000     870.40002        8.444960E+10
     22.50000     880.40002     880.40002        8.421941E+10
     22.50000     890.40004     890.40002        8.398228E+10
     22.50000     900.40006     900.40009        8.374564E+10
     22.50000     910.40000     910.40002        8.350178E+10
     22.50000     920.40002     920.40002        8.325844E+10
     22.50000     930.39997     930.39996        8.300725E+10
     22.50000     940.39999     940.39996        8.275663E+10
     22.50000     950.40001     950.40002        8.249790E+10
     22.50000     960.40003     960.40002        8.223997E+10
     22.50000     970.39998     970.39996        8.194163E+10
     22.50000     980.40000     980.40002        8.164420E+10
     22.50000     990.40002     990.40002        2.258010E+07
     22.50000    1000.40004    1000.40002        6.244777E+03
     22.50000    1000.40004    1000.40002        7.517185E-08
     22.50000    1000.41002    1000.41003        9.480382E+00
     22.50000    1000.42164    1000.42163        1.999197E+02
     22.50000    1000.43163    1000.43164        4.904836E+02
