

 One-dimensional plot values
 Input line #     143
  X (Microns)   Y (Microns)  Distance (Microns) Photogeneration (pairs/cm^3)  
     10.00000       0.35000       0.35000        2.232270E+07
     10.00000       0.35333       0.35333        1.312867E+07
     10.00000       0.35667       0.35667        1.461503E+07
     10.00000       0.36000       0.36000        1.626077E+07
     10.00000       0.36333       0.36333        1.808147E+07
     10.00000       0.36667       0.36667        2.136256E+06
     10.00000       0.38333       0.38333        6.397612E+07
     10.00000       0.38667       0.38667        3.742449E+07
     10.00000       0.39000       0.39000        4.143040E+07
     10.00000       0.39333       0.39333        4.583993E+07
     10.00000       0.39667       0.39667        5.069060E+07
     10.00000       0.40000       0.40000        4.181097E+11
     10.00000      20.40000      20.40000        4.438916E+11
     10.00000      40.40000      40.40000        4.537219E+11
     10.00000      60.40000      60.40001        4.635511E+11
     10.00000      80.40000      80.39999        4.733791E+11
     10.00000     100.40000     100.40000        4.835672E+11
     10.00000     120.40000     120.40000        4.940972E+11
     10.00000     140.40001     140.40001        5.046104E+11
     10.00000     160.40001     160.40001        5.151380E+11
     10.00000     180.40000     180.39999        5.256474E+11
     10.00000     200.40000     200.39999        5.364926E+11
     10.00000     220.40000     220.40001        5.476998E+11
     10.00000     240.40001     240.40001        5.588968E+11
     10.00000     260.40001     260.39999        5.701712E+11
     10.00000     280.40001     280.40002        5.814240E+11
     10.00000     300.40001     300.40002        5.934473E+11
     10.00000     320.40000     320.39999        6.067590E+11
     10.00000     340.40000     340.39999        6.201050E+11
     10.00000     360.40001     360.39999        6.334523E+11
     10.00000     380.40001     380.40002        6.467617E+11
     10.00000     400.40001     400.40002        6.603623E+11
     10.00000     420.40002     420.40002        6.743703E+11
     10.00000     440.40002     440.40002        6.884245E+11
     10.00000     460.40002     460.40002        7.024275E+11
     10.00000     480.40003     480.40002        7.164462E+11
     10.00000     500.40003     500.40002        7.311171E+11
     10.00000     520.40000     520.40002        7.472461E+11
     10.00000     540.40000     540.40002        7.633368E+11
     10.00000     560.40000     560.40002        7.794983E+11
     10.00000     580.40000     580.40002        7.956491E+11
     10.00000     600.40001     600.40002        8.121665E+11
     10.00000     620.40001     620.40002        8.296388E+11
     10.00000     640.40005     640.40002        8.472153E+11
     10.00000     660.40002     660.40002        8.647520E+11
     10.00000     680.39998     680.39996        8.822777E+11
     10.00000     700.40002     700.40002        9.003226E+11
     10.00000     720.39999     720.39996        9.198287E+11
     10.00000     740.40003     740.40002        9.394913E+11
     10.00000     760.40000     760.40002        9.592034E+11
     10.00000     780.40004     780.40002        9.788475E+11
     10.00000     800.40000     800.40002        9.988983E+11
     10.00000     820.40004     820.40002        1.020493E+12
     10.00000     840.40001     840.40002        1.042236E+12
     10.00000     860.40005     860.40002        1.063988E+12
     10.00000     880.40002     880.40002        1.085742E+12
     10.00000     900.40006     900.40009        1.107919E+12
     10.00000     920.40002     920.40002        1.132214E+12
     10.00000     940.39999     940.39996        1.156894E+12
     10.00000     960.40003     960.40002        1.181445E+12
     10.00000     980.40000     980.40002        1.205992E+12
     10.00000    1000.40004    1000.40002        1.196688E+12
     10.00000    1000.40339    1000.40338        2.022898E+10
     10.00000    1000.41337    1000.41339        1.677387E+10
     10.00000    1000.42671    1000.42670        1.244841E+10
     10.00000    1000.43669    1000.43671        1.002227E+10
