

 One-dimensional plot values
 Input line #     174
  X (Microns)   Y (Microns)  Distance (Microns) Concentration (cm^-3)         
     22.50000      10.39998      10.39998        1.474776E+10
     22.50000      20.40000      20.40000        1.286052E+10
     22.50000      30.39998      30.39998        1.352564E+10
     22.50000      40.40000      40.40000        1.360249E+10
     22.50000      50.39999      50.39999        1.357581E+10
     22.50000      60.40000      60.40001        1.342565E+10
     22.50000      70.39999      70.39999        1.328891E+10
     22.50000      80.40000      80.39999        1.312258E+10
     22.50000      90.39998      90.39998        1.297059E+10
     22.50000     100.40000     100.40000        1.281207E+10
     22.50000     110.39998     110.39999        1.265968E+10
     22.50000     120.40000     120.40000        1.250685E+10
     22.50000     130.39999     130.39999        1.235676E+10
     22.50000     140.40001     140.40001        1.220783E+10
     22.50000     150.39999     150.39999        1.206045E+10
     22.50000     160.40001     160.40001        1.191470E+10
     22.50000     170.39999     170.39999        1.176999E+10
     22.50000     180.40000     180.39999        1.162700E+10
     22.50000     190.39998     190.39998        1.148480E+10
     22.50000     200.40000     200.39999        1.134434E+10
     22.50000     210.39998     210.39998        1.120443E+10
     22.50000     220.40000     220.40001        1.106625E+10
     22.50000     230.39998     230.39998        1.092846E+10
     22.50000     240.40001     240.40001        1.079238E+10
     22.50000     250.39999     250.39999        1.065648E+10
     22.50000     260.40001     260.39999        1.052226E+10
     22.50000     270.39999     270.39999        1.038805E+10
     22.50000     280.40001     280.40002        1.025552E+10
     22.50000     290.39999     290.39999        1.012280E+10
     22.50000     300.40001     300.40002        9.991769E+09
     22.50000     310.40000     310.39999        9.860314E+09
     22.50000     320.40000     320.39999        9.730568E+09
     22.50000     330.39998     330.39999        9.600210E+09
     22.50000     340.40000     340.39999        9.471598E+09
     22.50000     350.39999     350.39999        9.342124E+09
     22.50000     360.40001     360.39999        9.214420E+09
     22.50000     370.39999     370.39999        9.085648E+09
     22.50000     380.40001     380.40002        8.958656E+09
     22.50000     390.39999     390.39999        8.830394E+09
     22.50000     400.40001     400.40002        8.703949E+09
     22.50000     410.40000     410.39999        8.576000E+09
     22.50000     420.40002     420.40002        8.449913E+09
     22.50000     430.40000     430.39999        8.322079E+09
     22.50000     440.40002     440.40002        8.196179E+09
     22.50000     450.40000     450.39999        8.068267E+09
     22.50000     460.40002     460.40002        7.942351E+09
     22.50000     470.40001     470.39999        7.814178E+09
     22.50000     480.40003     480.40002        7.688074E+09
     22.50000     490.40001     490.39999        7.559438E+09
     22.50000     500.40003     500.40002        7.432938E+09
     22.50000     510.40001     510.40002        7.303646E+09
     22.50000     520.40000     520.40002        7.176587E+09
     22.50000     530.39998     530.39996        7.046444E+09
     22.50000     540.40000     540.40002        6.918646E+09
     22.50000     550.39998     550.39996        6.787441E+09
     22.50000     560.40000     560.40002        6.658709E+09
     22.50000     570.39998     570.39996        6.526238E+09
     22.50000     580.40000     580.40002        6.396404E+09
     22.50000     590.39999     590.39996        6.262465E+09
     22.50000     600.40001     600.40002        6.131331E+09
     22.50000     610.39999     610.39996        5.995723E+09
     22.50000     620.40001     620.40002        5.863102E+09
     22.50000     630.40003     630.40002        5.725601E+09
     22.50000     640.40005     640.40002        5.591313E+09
     22.50000     650.40000     650.40002        5.451691E+09
     22.50000     660.40002     660.40002        5.315545E+09
     22.50000     670.39996     670.39996        5.173577E+09
     22.50000     680.39998     680.39996        5.035400E+09
     22.50000     690.40000     690.40002        4.890862E+09
     22.50000     700.40002     700.40002        4.750462E+09
     22.50000     710.39997     710.39996        4.603092E+09
     22.50000     720.39999     720.39996        4.460285E+09
     22.50000     730.40001     730.40002        4.309833E+09
     22.50000     740.40003     740.40002        4.164447E+09
     22.50000     750.39998     750.39996        4.010637E+09
     22.50000     760.40000     760.40002        3.862507E+09
     22.50000     770.40002     770.40002        3.705043E+09
     22.50000     780.40004     780.40002        3.553999E+09
     22.50000     790.39998     790.39996        3.392572E+09
     22.50000     800.40000     800.40002        3.238469E+09
     22.50000     810.40002     810.40002        3.072714E+09
     22.50000     820.40004     820.40002        2.915443E+09
     22.50000     830.39999     830.39996        2.744952E+09
     22.50000     840.40001     840.40002        2.584425E+09
     22.50000     850.40003     850.40002        2.408704E+09
     22.50000     860.40005     860.40002        2.244931E+09
     22.50000     870.40000     870.40002        2.063347E+09
     22.50000     880.40002     880.40002        1.896447E+09
     22.50000     890.40004     890.40002        1.708097E+09
     22.50000     900.40006     900.40009        1.538449E+09
     22.50000     910.40000     910.40002        1.341867E+09
     22.50000     920.40002     920.40002        1.170403E+09
     22.50000     930.39997     930.39996        9.626386E+08
     22.50000     940.39999     940.39996        7.917554E+08
     22.50000     950.40001     950.40002        5.641260E+08
     22.50000     960.40003     960.40002        4.019400E+08
     22.50000     970.39998     970.39996        1.458838E+07
     22.50000     980.40000     980.40002        5.294791E+05
     22.50000     990.40002     990.40002        2.943167E+09
     22.50000    1000.40004    1000.40002        1.636039E+13
     22.50000    1000.40168    1000.40167        2.474530E+12
     22.50000    1000.41166    1000.41168        2.313189E+09
     22.50000    1000.42336    1000.42334        1.659049E+08
     22.50000    1000.43334    1000.43335        7.714675E+07
