

 One-dimensional plot values
 Input line #     177
  X (Microns)   Y (Microns)  Distance (Microns) Concentration (cm^-3)         
     35.00000      20.40000      20.40000        8.166356E+10
     35.00000      40.40000      40.40000        9.516756E+10
     35.00000      60.40000      60.40001        9.814044E+10
     35.00000      80.40000      80.39999        9.862740E+10
     35.00000     100.40000     100.40000        9.846510E+10
     35.00000     120.40000     120.40000        9.813333E+10
     35.00000     140.40001     140.40001        9.776102E+10
     35.00000     160.40001     160.40001        9.738285E+10
     35.00000     180.40000     180.39999        9.700827E+10
     35.00000     200.40000     200.39999        9.663917E+10
     35.00000     220.40000     220.40001        9.627570E+10
     35.00000     240.40001     240.40001        9.591760E+10
     35.00000     260.40001     260.39999        9.556419E+10
     35.00000     280.40001     280.40002        9.521501E+10
     35.00000     300.40001     300.40002        9.486981E+10
     35.00000     320.40000     320.39999        9.452794E+10
     35.00000     340.40000     340.39999        9.418854E+10
     35.00000     360.40001     360.39999        9.385180E+10
     35.00000     380.40001     380.40002        9.351648E+10
     35.00000     400.40001     400.40002        9.318276E+10
     35.00000     420.40002     420.40002        9.284962E+10
     35.00000     440.40002     440.40002        9.251685E+10
     35.00000     460.40002     460.40002        9.218366E+10
     35.00000     480.40003     480.40002        9.185006E+10
     35.00000     500.40003     500.40002        9.151505E+10
     35.00000     520.40000     520.40002        9.117846E+10
     35.00000     540.40000     540.40002        9.083952E+10
     35.00000     560.40000     560.40002        9.049806E+10
     35.00000     580.40000     580.40002        9.015334E+10
     35.00000     600.40001     600.40002        8.980479E+10
     35.00000     620.40001     620.40002        8.945190E+10
     35.00000     640.40005     640.40002        8.909433E+10
     35.00000     660.40002     660.40002        8.873137E+10
     35.00000     680.39998     680.39996        8.836252E+10
     35.00000     700.40002     700.40002        8.798708E+10
     35.00000     720.39999     720.39996        8.760477E+10
     35.00000     740.40003     740.40002        8.721474E+10
     35.00000     760.40000     760.40002        8.681653E+10
     35.00000     780.40004     780.40002        8.640952E+10
     35.00000     800.40000     800.40002        8.599308E+10
     35.00000     820.40004     820.40002        8.556643E+10
     35.00000     840.40001     840.40002        8.512900E+10
     35.00000     860.40005     860.40002        8.468024E+10
     35.00000     880.40002     880.40002        8.421941E+10
     35.00000     900.40006     900.40009        8.374564E+10
     35.00000     920.40002     920.40002        8.325844E+10
     35.00000     940.39999     940.39996        8.275663E+10
     35.00000     960.40003     960.40002        8.223997E+10
     35.00000     980.40000     980.40002        8.164420E+10
     35.00000    1000.40004    1000.40002        6.244733E+03
     35.00000    1000.40004    1000.40002        7.517127E-08
     35.00000    1000.41002    1000.41003        9.480365E+00
     35.00000    1000.42336    1000.42334        2.510603E+02
     35.00000    1000.43334    1000.43335        5.388829E+02
