

 One-dimensional plot values
 Input line #     107
  X (Microns)   Y (Microns)  Distance (Microns) Potential (Volts)             
     22.50000     193.54999     192.54999       -4.824666E+00
     22.50000     196.05000     195.05000       -5.396671E+00
     22.50000     198.55000     197.55000       -6.007055E+00
     22.50000     201.05001     200.05000       -6.617441E+00
     22.50000     203.54999     202.54999       -7.261037E+00
     22.50000     206.05000     205.05000       -7.904636E+00
     22.50000     208.55000     207.55000       -8.577394E+00
     22.50000     211.05001     210.05000       -9.250154E+00
     22.50000     213.54999     212.55000       -9.948825E+00
     22.50000     216.05000     215.05000       -1.064750E+01
     22.50000     218.55000     217.55000       -1.136944E+01
     22.50000     221.05001     220.05002       -1.209138E+01
     22.50000     223.55000     222.55000       -1.283438E+01
     22.50000     226.05000     225.05000       -1.357739E+01
     22.50000     228.55001     227.55000       -1.433964E+01
     22.50000     231.05001     230.05002       -1.510188E+01
     22.50000     233.55000     232.55000       -1.588180E+01
     22.50000     236.05000     235.05000       -1.666173E+01
     22.50000     238.54999     237.54999       -1.745800E+01
     22.50000     241.04999     240.05000       -1.825427E+01
     22.50000     243.55000     242.55000       -1.906575E+01
     22.50000     246.05000     245.05000       -1.987722E+01
     22.50000     248.54999     247.54999       -2.043861E+01
     22.50000     251.05000     250.05000       -2.100000E+01
     22.50000     251.05333     250.05333       -2.100000E+01
     22.50000     251.05666     250.05667       -2.100000E+01
     22.50000     251.06000     250.06000       -2.100000E+01
     22.50000     251.06333     250.06334       -2.100000E+01
     22.50000     251.06667     250.06667       -2.100000E+01
     22.50000     251.07000     250.07001       -2.100000E+01
     22.50000     251.07333     250.07333       -2.100000E+01
     22.50000     251.07667     250.07668       -2.100000E+01
     22.50000     251.08000     250.08000       -2.100000E+01
     22.50000     251.08334     250.08334       -2.100000E+01
     22.50000     251.08667     250.08667       -2.100000E+01
     22.50000     251.09001     250.09001       -2.100000E+01
     22.50000     251.09334     250.09334       -2.100000E+01
     22.50000     251.09667     250.09668       -2.100000E+01
     22.50000     251.10001     250.10001       -2.100000E+01
