"Storage 040622 PM - RawData - C:\Documents and Settings\photometer\Desktop\File 090429 040622 PM.spc"
"Wavelength nm.","T%"
584.50,87.750
585.00,87.709
585.50,87.653
586.00,87.639
586.50,87.640
587.00,87.651
587.50,87.675
588.00,87.639
588.50,87.607
589.00,87.627
589.50,87.633
590.00,87.628
590.50,87.653
591.00,87.683
591.50,87.669
592.00,87.651
592.50,87.654
593.00,87.669
593.50,87.672
594.00,87.671
594.50,87.701
595.00,87.698
595.50,87.683
596.00,87.698
596.50,87.740
597.00,87.766
597.50,87.756
598.00,87.752
598.50,87.750
599.00,87.775
599.50,87.811
600.00,87.831
600.50,87.837
601.00,87.877
601.50,87.927
602.00,87.958
602.50,87.982
603.00,88.005
603.50,88.036
604.00,88.065
604.50,88.103
605.00,88.142
605.50,88.188
606.00,88.232
606.50,88.280
607.00,88.324
607.50,88.345
608.00,88.405
608.50,88.454
609.00,88.480
609.50,88.531
610.00,88.551
610.50,88.589
611.00,88.692
611.50,88.745
612.00,88.760
612.50,88.812
613.00,88.870
613.50,88.916
614.00,88.927
614.50,88.974
615.00,89.043
615.50,89.059
616.00,89.102
616.50,89.142
617.00,89.200
617.50,89.278
618.00,89.326
618.50,89.395
619.00,89.453
619.50,89.490
620.00,89.523
620.50,89.577
621.00,89.627
621.50,89.694
622.00,89.761
622.50,89.798
623.00,89.833
623.50,89.894
624.00,89.919
624.50,89.920
625.00,89.981
625.50,90.059
626.00,90.134
626.50,90.190
627.00,90.251
627.50,90.308
628.00,90.366
628.50,90.451
629.00,90.529
629.50,90.569
630.00,90.602
630.50,90.620
631.00,90.669
631.50,90.739
632.00,90.767
632.50,90.845
633.00,90.912
633.50,90.932
634.00,90.984
634.50,91.061
635.00,91.110
635.50,91.145
636.00,91.216
636.50,91.286
637.00,91.338
637.50,91.388
638.00,91.434
638.50,91.441
639.00,91.469
639.50,91.521
640.00,91.547
640.50,91.597
641.00,91.658
641.50,91.751
642.00,91.805
642.50,91.797
643.00,91.818
643.50,91.856
644.00,91.908
644.50,91.934
645.00,91.983
645.50,92.017
646.00,92.050
646.50,92.102
647.00,92.134
647.50,92.178
648.00,92.203
648.50,92.230
649.00,92.259
649.50,92.256
650.00,92.262
650.50,92.305
651.00,92.348
651.50,92.386
652.00,92.427
652.50,92.450
653.00,92.442
653.50,92.436
654.00,92.464
654.50,92.484
655.00,92.499
655.50,92.551
656.00,92.561
656.50,92.537
657.00,92.540
657.50,92.537
658.00,92.542
658.50,92.558
659.00,92.601
659.50,92.632
660.00,92.635
660.50,92.628
661.00,92.610
661.50,92.641
662.00,92.671
662.50,92.677
663.00,92.680
663.50,92.653
664.00,92.635
664.50,92.625
665.00,92.604
665.50,92.603
666.00,92.587
666.50,92.580
667.00,92.589
667.50,92.583
668.00,92.569
668.50,92.580
669.00,92.599
669.50,92.584
670.00,92.554
670.50,92.537
671.00,92.545
671.50,92.528
672.00,92.517
672.50,92.514
673.00,92.484
673.50,92.448
674.00,92.415
674.50,92.421
675.00,92.422
675.50,92.409
676.00,92.410
676.50,92.395
677.00,92.328
677.50,92.273
678.00,92.244
678.50,92.233
679.00,92.210
679.50,92.191
680.00,92.204
680.50,92.166
681.00,92.131
681.50,92.093
682.00,92.050
682.50,92.006
683.00,91.968
683.50,91.956
684.00,91.928
684.50,91.895
685.00,91.875
685.50,91.846
686.00,91.801
686.50,91.785
687.00,91.757
687.50,91.687
688.00,91.667
688.50,91.647
689.00,91.579
689.50,91.537
690.00,91.495
690.50,91.451
691.00,91.425
691.50,91.412
692.00,91.359
692.50,91.292
693.00,91.266
693.50,91.245
694.00,91.205
694.50,91.165
695.00,91.144
695.50,91.106
696.00,91.078
696.50,91.052
697.00,90.996
697.50,90.950
698.00,90.903
698.50,90.840
699.00,90.761
699.50,90.736
700.00,90.730
700.50,90.700
701.00,90.660
701.50,90.616
702.00,90.575
702.50,90.511
703.00,90.474
703.50,90.424
704.00,90.398
704.50,90.370
705.00,90.297
705.50,90.230
706.00,90.161
706.50,90.108
707.00,90.077
707.50,90.056
708.00,90.039
708.50,90.007
709.00,89.984
709.50,89.949
710.00,89.882
710.50,89.851
711.00,89.812
711.50,89.771
712.00,89.743
712.50,89.706
713.00,89.661
713.50,89.616
714.00,89.563
714.50,89.502
715.00,89.473
715.50,89.426
716.00,89.386
716.50,89.365
717.00,89.325
717.50,89.294
718.00,89.258
718.50,89.188
719.00,89.177
719.50,89.185
720.00,89.140
720.50,89.099
721.00,89.079
721.50,89.063
722.00,89.037
722.50,89.005
723.00,88.959
723.50,88.939
724.00,88.905
724.50,88.867
725.00,88.832
725.50,88.788
726.00,88.763
726.50,88.748
727.00,88.728
727.50,88.705
728.00,88.669
728.50,88.615
729.00,88.586
729.50,88.562
730.00,88.550
730.50,88.535
731.00,88.484
731.50,88.441
732.00,88.408
732.50,88.373
733.00,88.356
733.50,88.339
734.00,88.351
734.50,88.379
735.00,88.361
735.50,88.310
736.00,88.271
736.50,88.234
737.00,88.210
737.50,88.181
738.00,88.130
738.50,88.136
739.00,88.179
739.50,88.194
740.00,88.138
740.50,88.084
741.00,88.068
741.50,88.049
742.00,88.052
742.50,88.025
743.00,88.002
743.50,88.023
744.00,87.981
744.50,87.930
745.00,87.941
745.50,87.955
746.00,87.973
746.50,87.926
747.00,87.871
747.50,87.892
748.00,87.898
748.50,87.892
749.00,87.900
749.50,87.877
750.00,87.872
750.50,87.856
751.00,87.831
751.50,87.820
752.00,87.807
752.50,87.820
753.00,87.798
753.50,87.793
754.00,87.820
754.50,87.820
755.00,87.831
755.50,87.880
756.00,87.920
756.50,87.877
757.00,87.823
757.50,87.810
758.00,87.813
758.50,87.802
759.00,87.827
759.50,87.865
760.00,87.880
760.50,87.869
761.00,87.881
761.50,87.909
762.00,87.897
762.50,87.885
763.00,87.869
763.50,87.898
764.00,87.952
764.50,87.962
765.00,87.943
765.50,87.920
766.00,87.924
766.50,87.889
767.00,87.920
767.50,87.991
768.00,88.016
768.50,88.063
769.00,88.068
769.50,88.086
770.00,88.109
770.50,88.110
771.00,88.095
771.50,88.078
772.00,88.113
772.50,88.155
773.00,88.162
773.50,88.182
774.00,88.217
774.50,88.217
775.00,88.245
775.50,88.249
776.00,88.237
776.50,88.272
777.00,88.268
777.50,88.297
778.00,88.303
778.50,88.316
779.00,88.376
779.50,88.431
780.00,88.452
780.50,88.409
781.00,88.405
781.50,88.417
782.00,88.435
782.50,88.457
783.00,88.467
783.50,88.466
784.00,88.535
784.50,88.602
785.00,88.603
785.50,88.614
786.00,88.637
786.50,88.698
787.00,88.736
787.50,88.766
788.00,88.791
788.50,88.821
789.00,88.860
789.50,88.852
790.00,88.867
790.50,88.899
791.00,88.930
791.50,88.951
792.00,88.956
792.50,88.989
793.00,89.044
793.50,89.108
794.00,89.174
794.50,89.185
795.00,89.192
795.50,89.230
796.00,89.253
796.50,89.267
797.00,89.275
797.50,89.322
798.00,89.351
798.50,89.386
799.00,89.426
799.50,89.424
800.00,89.482
800.50,89.546
801.00,89.575
801.50,89.600
802.00,89.626
802.50,89.653
803.00,89.699
803.50,89.755
804.00,89.749
804.50,89.746
805.00,89.789
805.50,89.789
806.00,89.818
806.50,89.929
807.00,89.949
807.50,89.941
808.00,89.951
808.50,89.990
809.00,90.051
809.50,90.100
810.00,90.167
810.50,90.172
811.00,90.175
811.50,90.230
812.00,90.228
812.50,90.227
813.00,90.271
813.50,90.321
814.00,90.411
814.50,90.450
815.00,90.460
815.50,90.475
