9999.99977648	1.4399999543e-20
9898.98967773	3.17101035289e-20
9797.97957898	6.97404105304e-20
9696.96948023	1.53303068004e-19
9595.95938147	3.37808167454e-19
9494.94928272	7.4401012407e-19
9393.93918397	1.63606094488e-18
9292.92908522	3.60707111437e-18
9191.91898646	7.93616147661e-18
9090.90888771	1.74909101107e-17
8989.89878896	4.1501010946e-17
8888.88869021	9.1333343421e-17
8787.87859145	2.01212166296e-16
8686.8684927	4.42626246119e-16
8585.85839395	9.75242456222e-16
8484.8482952	2.14515180417e-15
8383.83819644	4.7261616459e-15
8282.82809769	1.04000001224e-14
8181.81799894	2.28818196495e-14
8080.80790019	5.03919200517e-14
7979.79780144	1.19999997894e-13
7878.78770268	2.64000003499e-13
7777.77760393	5.80444514048e-13
7676.76750518	1.27999997754e-12
7575.75740643	2.81424261247e-12
7474.74730767	6.19050571601e-12
7373.73720892	1.36626259945e-11
7272.72711017	3.00727274597e-11
7171.71701142	6.60656628209e-11
7070.70691266	1.45929294403e-10
6969.69681391	3.46030323733e-10
6868.68671516	7.61262673194e-10
6767.67661641	1.67232325477e-09
6666.66651766	3.68666705975e-09
6565.6564189	8.11868728224e-09
6464.64632015	1.78535351504e-08
6363.6362214	3.93636384076e-08
6262.62612265	8.662121708e-08
6161.61602389	1.90838383638e-07
6060.60592514	4.19939405044e-07
5959.59582639	9.97121343052e-07
5858.58572764	2.19141419642e-06
5757.57562888	4.83484879083e-06
5656.56553013	1.06343436671e-05
5555.55543138	2.34444452197e-05
5454.54533263	5.16090952198e-05
5353.53523387	0.000113646487441
5252.52513512	0.00024974749128
5151.51503637	0.000550697017174
5050.50493762	0.00121000001673
4949.49483887	0.00288050516643
4848.48474011	0.00633303057685
4747.47464136	0.0139501007989
4646.46454261	0.0307053546583
4545.45444386	0.0676054621836
4444.4443451	0.148841107114
4343.43424635	0.327686278206
4242.4241476	0.721427310304
4141.41404885	1.58827287062
4040.40395009	3.49671484236
3939.39385134	8.30393003987
3838.38375259	18.2817636417
3737.37365384	40.2487712839
3636.36355508	88.6108929397
3535.35345633	195.083961322
3434.34335758	429.492913946
3333.33325883	945.562767333
3232.32316008	2081.73131522
3131.31306132	4583.09656268
3030.30296257	10090.0476697
2929.29286382	23961.6621583
2828.28276507	52753.5314517
2727.27266631	116141.141662
2626.26256756	255694.026505
2525.25246881	562930.87178
2424.24237006	1240000.0
2323.2322713	2726767.72381
2222.22217255	6005555.50382
2121.2120738	13200000.0
2020.20197505	29097980.4094
1919.19187629	69116161.5753
1818.18177754	152181823.501
1717.17167879	335282827.484
1616.16158004	737767686.216
1515.15148129	1624848530.67
1414.14138253	3575858573.96
1313.13128378	7873737326.58
1212.12118503	17300000768.0
1111.11108628	38188889300.1
1010.10098752	83997978343.1
909.090888771	192999997440.0
808.080790019	427919180292.0
707.070691266	950787976084.0
606.060592514	2.10939418637e+12
505.050493762	4.67949529764e+12
404.040395009	1.03959597453e+13
303.030296257	2.30000007578e+13
202.020197505	5.09959615844e+13
101.010098752	1.13000002355e+14
0.0	2.5199999189e+14
