"Storage 011426 PM - RawData - C:\Users\Kyung\Feb102011\UV\File 110210 011426 PM.spc"
"Wavelength nm.","T%"
525.50,89.53705
526.00,89.42719
526.50,89.53400
527.00,89.32343
527.50,89.35852
528.00,89.36920
528.50,89.25934
529.00,89.18304
529.50,89.19525
530.00,89.03351
530.50,88.96484
531.00,89.08844
531.50,88.96942
532.00,88.92822
532.50,88.80005
533.00,88.73291
533.50,88.71918
534.00,88.66882
534.50,88.70850
535.00,88.58948
535.50,88.56354
536.00,88.57117
536.50,88.47809
537.00,88.34076
537.50,88.19885
538.00,88.22937
538.50,88.26599
539.00,88.10425
539.50,88.13324
540.00,88.04169
540.50,88.02032
541.00,87.94098
541.50,87.91809
542.00,87.84943
542.50,87.79755
543.00,87.73804
543.50,87.68311
544.00,87.62360
544.50,87.55188
545.00,87.59308
545.50,87.45728
546.00,87.33673
546.50,87.28485
547.00,87.29706
547.50,87.24976
548.00,87.25281
548.50,87.17194
549.00,87.15668
549.50,87.03308
550.00,86.95374
550.50,87.06055
551.00,86.97662
551.50,86.91711
552.00,86.79352
552.50,86.83777
553.00,86.66687
553.50,86.65161
554.00,86.54480
554.50,86.56311
555.00,86.57227
555.50,86.54022
556.00,86.42120
556.50,86.33423
557.00,86.25946
557.50,86.19537
558.00,86.14349
558.50,86.15570
559.00,86.19843
559.50,86.08551
560.00,86.02905
560.50,85.99091
561.00,85.91766
561.50,85.93597
562.00,85.83069
562.50,85.86426
563.00,85.75592
563.50,85.69183
564.00,85.70099
564.50,85.62927
565.00,85.59875
565.50,85.57129
566.00,85.55908
566.50,85.48584
567.00,85.52856
567.50,85.41260
568.00,85.45685
568.50,85.43549
569.00,85.35004
569.50,85.25238
570.00,85.24323
570.50,85.20966
571.00,85.11658
571.50,85.07538
572.00,85.13336
572.50,84.95178
573.00,84.91974
573.50,84.91669
574.00,84.82056
574.50,84.79309
575.00,84.78699
575.50,84.72290
576.00,84.69238
576.50,84.70154
577.00,84.67407
577.50,84.74121
578.00,84.62677
578.50,84.51233
579.00,84.46198
579.50,84.41010
580.00,84.43451
580.50,84.29413
581.00,84.35516
581.50,84.23004
582.00,84.33075
582.50,84.27277
583.00,84.21173
583.50,84.16748
584.00,84.19647
584.50,84.13849
585.00,84.07288
585.50,84.04083
586.00,84.16901
586.50,84.04846
587.00,84.07288
587.50,84.10339
588.00,84.04846
588.50,84.00574
589.00,83.94775
589.50,83.84247
590.00,83.80432
590.50,83.78296
591.00,83.74023
591.50,83.65479
592.00,83.76007
592.50,83.65936
593.00,83.71887
593.50,83.70819
594.00,83.67615
594.50,83.59375
595.00,83.60901
595.50,83.56018
596.00,83.54950
596.50,83.57086
597.00,83.48846
597.50,83.43201
598.00,83.41370
598.50,83.36639
599.00,83.41217
599.50,83.35419
600.00,83.38623
600.50,83.31604
601.00,83.25958
601.50,83.15430
602.00,83.22144
602.50,83.20618
603.00,83.20160
603.50,83.21686
604.00,83.14514
604.50,83.14972
605.00,83.12836
605.50,83.11310
606.00,83.13751
606.50,83.04749
607.00,83.07495
607.50,83.01392
608.00,83.08258
608.50,83.03375
609.00,82.99408
609.50,83.01697
610.00,82.95746
610.50,82.90710
611.00,82.85065
611.50,82.93304
612.00,82.95288
612.50,82.83844
613.00,82.94220
613.50,82.84149
614.00,82.85828
614.50,82.79419
615.00,82.78351
615.50,82.81708
616.00,82.78809
616.50,82.73926
617.00,82.72858
617.50,82.73010
618.00,82.66296
618.50,82.72858
619.00,82.70416
619.50,82.75909
620.00,82.69653
620.50,82.73468
621.00,82.74384
