

 One-dimensional plot values
 Input line #     123
  X (Microns)   Y (Microns)  Distance (Microns) Potential (Volts)             
     35.00000       0.35000       0.35000       -2.261364E+01
     35.00000       0.35333       0.35333       -2.261364E+01
     35.00000       0.35667       0.35667       -2.261364E+01
     35.00000       0.36000       0.36000       -2.261364E+01
     35.00000       0.36333       0.36333       -2.261364E+01
     35.00000       0.36667       0.36667       -2.261364E+01
     35.00000       0.36667       0.36667        0.000000E+00
     35.00000       0.37000       0.37000        0.000000E+00
     35.00000       0.37333       0.37333        0.000000E+00
     35.00000       0.37667       0.37667        0.000000E+00
     35.00000       0.38000       0.38000        0.000000E+00
     35.00000       0.38333       0.38333        0.000000E+00
     35.00000       0.38333       0.38333       -2.261364E+01
     35.00000       0.38667       0.38667       -2.261365E+01
     35.00000       0.39000       0.39000       -2.261365E+01
     35.00000       0.39333       0.39333       -2.261366E+01
     35.00000       0.39667       0.39667       -2.261368E+01
     35.00000       0.40000       0.40000       -2.261372E+01
     35.00000       0.40000       0.40000       -2.196372E+01
     35.00000       5.40000       5.40000       -1.491526E+01
     35.00000      10.40000      10.40000       -1.009892E+01
     35.00000      15.40000      15.40000       -6.807537E+00
     35.00000      20.40000      20.40000       -4.500329E+00
     35.00000      25.40000      25.40000       -2.869987E+00
     35.00000      30.40000      30.40000       -1.741776E+00
     35.00000      35.40000      35.40000       -1.027202E+00
     35.00000      40.40000      40.40000       -7.363388E-01
     35.00000      45.40000      45.40000       -6.877133E-01
     35.00000      50.40000      50.40000       -6.716502E-01
     35.00000      55.40000      55.40000       -6.629243E-01
     35.00000      60.40000      60.40000       -6.569980E-01
     35.00000      65.40000      65.40000       -6.524638E-01
     35.00000      70.40000      70.40000       -6.487321E-01
     35.00000      75.40000      75.39999       -6.455097E-01
     35.00000      80.40000      80.39999       -6.426343E-01
     35.00000      85.40000      85.40000       -6.400084E-01
     35.00000      90.40000      90.40000       -6.375696E-01
     35.00000      95.40000      95.40000       -6.352746E-01
     35.00000     100.40000     100.40000       -6.330923E-01
     35.00000     105.40000     105.40000       -6.310050E-01
     35.00000     110.39999     110.39999       -6.290303E-01
     35.00000     115.39999     115.39999       -6.273101E-01
     35.00000     120.39999     120.39999       -6.263630E-01
     35.00000     125.40000     125.39999       -6.273939E-01
     35.00000     130.40000     130.39999       -6.307105E-01
     35.00000     135.40000     135.39999       -6.353521E-01
     35.00000     140.40000     140.39999       -6.409969E-01
     35.00000     145.40000     145.39999       -6.478432E-01
     35.00000     150.40000     150.39999       -6.565536E-01
     35.00000     155.40000     155.39999       -6.686828E-01
     35.00000     160.39999     160.39999       -6.886774E-01
     35.00000     165.40000     165.40001       -7.350304E-01
     35.00000     170.39999     170.39999       -9.069374E-01
     35.00000     175.40000     175.40001       -1.388471E+00
     35.00000     180.40000     180.39999       -2.101455E+00
     35.00000     185.39999     185.39999       -2.983260E+00
     35.00000     190.40000     190.39999       -3.996237E+00
     35.00000     195.39999     195.39999       -5.115707E+00
     35.00000     200.40000     200.39999       -6.324300E+00
     35.00000     205.39999     205.39999       -7.609154E+00
     35.00000     210.40000     210.39999       -8.960386E+00
     35.00000     215.39999     215.39999       -1.037019E+01
     35.00000     220.40000     220.40001       -1.183225E+01
     35.00000     225.39999     225.39999       -1.334140E+01
     35.00000     230.40000     230.40001       -1.489332E+01
     35.00000     235.39999     235.39999       -1.648439E+01
     35.00000     240.39999     240.39999       -1.811152E+01
     35.00000     245.40000     245.39999       -1.977206E+01
     35.00000     250.39999     250.39999       -2.146373E+01
     35.00000     250.39999     250.39999       -2.211373E+01
     35.00000     250.40332     250.40332       -2.211368E+01
     35.00000     250.40666     250.40666       -2.211366E+01
     35.00000     250.40999     250.40999       -2.211365E+01
     35.00000     250.41332     250.41333       -2.211365E+01
     35.00000     250.41666     250.41666       -2.211365E+01
     35.00000     250.41999     250.42000       -2.211364E+01
     35.00000     250.42333     250.42332       -2.211364E+01
     35.00000     250.42666     250.42667       -2.211364E+01
     35.00000     250.43000     250.42999       -2.211364E+01
     35.00000     250.43333     250.43333       -2.211364E+01
     35.00000     250.43666     250.43666       -2.211364E+01
     35.00000     250.44000     250.44000       -2.211364E+01
     35.00000     250.44333     250.44333       -2.211364E+01
     35.00000     250.44667     250.44667       -2.211364E+01
     35.00000     250.45000     250.45000       -2.211364E+01
