

 One-dimensional plot values
 Input line #     119
  X (Microns)   Y (Microns)  Distance (Microns) Potential (Volts)             
     22.50000      22.89999      22.89999       -1.050623E+00
     22.50000      25.40000      25.40000       -8.733143E-01
     22.50000      27.89999      27.89999       -7.717553E-01
     22.50000      30.40000      30.40000       -7.137022E-01
     22.50000      32.89999      32.89999       -6.964740E-01
     22.50000      35.40000      35.40000       -6.859757E-01
     22.50000      37.89999      37.89999       -6.797999E-01
     22.50000      40.40000      40.40000       -6.750013E-01
     22.50000      42.90000      42.90000       -6.712081E-01
     22.50000      45.40000      45.40000       -6.679560E-01
     22.50000      47.89999      47.89999       -6.651359E-01
     22.50000      50.40000      50.40000       -6.625799E-01
     22.50000      52.89999      52.89999       -6.602877E-01
     22.50000      55.40000      55.40000       -6.581365E-01
     22.50000      57.89999      57.89999       -6.561768E-01
     22.50000      60.40000      60.40000       -6.542961E-01
     22.50000      62.89999      62.89999       -6.525663E-01
     22.50000      65.40000      65.40000       -6.508822E-01
     22.50000      67.90000      67.89999       -6.493221E-01
     22.50000      70.40000      70.40000       -6.477891E-01
     22.50000      72.89999      72.89999       -6.463608E-01
     22.50000      75.40000      75.39999       -6.449487E-01
     22.50000      77.89999      77.89999       -6.436274E-01
     22.50000      80.40000      80.39999       -6.423161E-01
     22.50000      82.89999      82.89999       -6.410866E-01
     22.50000      85.40000      85.40000       -6.398633E-01
     22.50000      87.89999      87.89999       -6.387181E-01
     22.50000      90.40000      90.40000       -6.375765E-01
     22.50000      92.89999      92.89999       -6.365169E-01
     22.50000      95.40000      95.40000       -6.354595E-01
     22.50000      97.90000      97.89999       -6.344981E-01
     22.50000     100.40000     100.40000       -6.335382E-01
     22.50000     102.90000     102.89999       -6.327068E-01
     22.50000     105.40000     105.40000       -6.318763E-01
     22.50000     107.89999     107.89999       -6.312341E-01
     22.50000     110.39999     110.39999       -6.305925E-01
     22.50000     112.89999     112.89999       -6.302357E-01
     22.50000     115.39999     115.39999       -6.298791E-01
     22.50000     117.89999     117.89999       -6.299388E-01
     22.50000     120.39999     120.39999       -6.299988E-01
     22.50000     122.89999     122.89999       -6.306070E-01
     22.50000     125.40000     125.39999       -6.312153E-01
     22.50000     127.89999     127.89999       -6.324407E-01
     22.50000     130.40000     130.39999       -6.336662E-01
     22.50000     132.89999     132.89999       -6.355076E-01
     22.50000     135.40000     135.39999       -6.373489E-01
     22.50000     137.89999     137.89999       -6.398169E-01
     22.50000     140.40000     140.39999       -6.422849E-01
     22.50000     142.89999     142.89999       -6.454813E-01
     22.50000     145.40000     145.39999       -6.486777E-01
     22.50000     147.89999     147.89999       -6.528979E-01
     22.50000     150.40000     150.39999       -6.571181E-01
     22.50000     152.90000     152.89999       -6.631095E-01
     22.50000     155.40000     155.39999       -6.691010E-01
     22.50000     157.89999     157.89999       -6.790746E-01
     22.50000     160.39999     160.39999       -6.890483E-01
     22.50000     162.90000     162.89999       -7.122933E-01
     22.50000     165.40000     165.40001       -7.355382E-01
     22.50000     167.89999     167.89999       -8.219388E-01
     22.50000     170.39999     170.39999       -9.083390E-01
     22.50000     172.90000     172.89999       -1.149270E+00
     22.50000     175.40000     175.40001       -1.390202E+00
     22.50000     177.89999     177.89999       -1.746611E+00
     22.50000     180.40000     180.39999       -2.103023E+00
     22.50000     182.89998     182.89998       -2.543787E+00
     22.50000     185.39999     185.39999       -2.984553E+00
     22.50000     187.89999     187.89999       -3.490909E+00
     22.50000     190.40000     190.39999       -3.997269E+00
     22.50000     192.89998     192.89998       -4.556895E+00
     22.50000     195.39999     195.39999       -5.116525E+00
     22.50000     197.89999     197.89999       -5.720737E+00
     22.50000     200.40000     200.39999       -6.324951E+00
     22.50000     202.89999     202.89998       -6.967314E+00
     22.50000     205.39999     205.39999       -7.609679E+00
     22.50000     207.90000     207.89999       -8.285245E+00
     22.50000     210.40000     210.39999       -8.960814E+00
     22.50000     212.89999     212.89999       -9.665675E+00
     22.50000     215.39999     215.39999       -1.037054E+01
     22.50000     217.90000     217.89999       -1.110154E+01
     22.50000     220.40000     220.40001       -1.183254E+01
     22.50000     222.89999     222.89999       -1.258709E+01
     22.50000     225.39999     225.39999       -1.334165E+01
     22.50000     227.90000     227.89999       -1.411759E+01
     22.50000     230.40000     230.40001       -1.489353E+01
     22.50000     232.89999     232.89999       -1.568904E+01
     22.50000     235.39999     235.39999       -1.648456E+01
     22.50000     237.89998     237.89998       -1.729810E+01
     22.50000     240.39999     240.39999       -1.811164E+01
     22.50000     242.89999     242.89999       -1.894189E+01
     22.50000     245.40000     245.39999       -1.977213E+01
     22.50000     247.89998     247.89998       -2.061793E+01
     22.50000     250.39999     250.39999       -2.146373E+01
     22.50000     250.39999     250.39999       -2.211373E+01
     22.50000     250.40332     250.40332       -2.211368E+01
     22.50000     250.40666     250.40666       -2.211366E+01
     22.50000     250.40999     250.40999       -2.211365E+01
     22.50000     250.41332     250.41333       -2.211365E+01
     22.50000     250.41666     250.41666       -2.211365E+01
     22.50000     250.41999     250.42000       -2.211364E+01
     22.50000     250.42333     250.42332       -2.211364E+01
     22.50000     250.42666     250.42667       -2.211364E+01
     22.50000     250.43000     250.42999       -2.211364E+01
     22.50000     250.43333     250.43333       -2.211364E+01
     22.50000     250.43666     250.43666       -2.211364E+01
     22.50000     250.44000     250.44000       -2.211364E+01
     22.50000     250.44333     250.44333       -2.211364E+01
     22.50000     250.44667     250.44667       -2.211364E+01
     22.50000     250.45000     250.45000       -2.211364E+01
