

 One-dimensional plot values
 Input line #     118
  X (Microns)   Y (Microns)  Distance (Microns) Potential (Volts)             
     22.50000       0.10000       0.10000       -1.780000E+01
     22.50000       0.14167       0.14167       -1.529249E+01
     22.50000       0.18333       0.18333       -1.262299E+01
     22.50000       0.22500       0.22500       -1.011538E+01
     22.50000       0.26667       0.26667       -7.445787E+00
     22.50000       0.30833       0.30833       -4.937968E+00
     22.50000       0.35000       0.35000       -2.268214E+00
     22.50000       0.35000       0.35000       -5.468215E+00
     22.50000       0.35167       0.35167       -5.448442E+00
     22.50000       0.35333       0.35333       -5.428083E+00
     22.50000       0.35500       0.35500       -5.414162E+00
     22.50000       0.35667       0.35667       -5.400040E+00
     22.50000       0.35833       0.35833       -5.388155E+00
     22.50000       0.36000       0.36000       -5.376168E+00
     22.50000       0.36167       0.36167       -5.365132E+00
     22.50000       0.36333       0.36333       -5.354029E+00
     22.50000       0.36500       0.36500       -5.343389E+00
     22.50000       0.36667       0.36667       -5.332694E+00
     22.50000       0.36833       0.36833       -5.322261E+00
     22.50000       0.37000       0.37000       -5.311778E+00
     22.50000       0.37167       0.37167       -5.301469E+00
     22.50000       0.37333       0.37333       -5.291111E+00
     22.50000       0.37500       0.37500       -5.280888E+00
     22.50000       0.37667       0.37667       -5.270617E+00
     22.50000       0.37833       0.37833       -5.260462E+00
     22.50000       0.38000       0.38000       -5.250259E+00
     22.50000       0.38167       0.38167       -5.240163E+00
     22.50000       0.38333       0.38333       -5.230019E+00
     22.50000       0.38500       0.38500       -5.219976E+00
     22.50000       0.38667       0.38667       -5.209886E+00
     22.50000       0.38833       0.38833       -5.199893E+00
     22.50000       0.39000       0.39000       -5.189854E+00
     22.50000       0.39167       0.39167       -5.179909E+00
     22.50000       0.39333       0.39333       -5.169918E+00
     22.50000       0.39500       0.39500       -5.160018E+00
     22.50000       0.39667       0.39667       -5.150073E+00
     22.50000       0.39833       0.39833       -5.140217E+00
     22.50000       0.40000       0.40000       -5.130314E+00
     22.50000       2.89999       2.89999       -4.058156E+00
     22.50000       5.40000       5.40000       -3.048716E+00
     22.50000       7.89999       7.89999       -2.341757E+00
     22.50000      10.40000      10.40000       -1.776289E+00
     22.50000      12.89999      12.89999       -1.274058E+00
     22.50000      15.40000      15.40000       -8.750374E-01
     22.50000      17.89999      17.89999       -5.184321E-01
     22.50000      20.40000      20.40000       -2.334641E-01
     22.50000      22.89999      22.89999       -6.233794E-04
     22.50000      25.40000      25.40000        1.766856E-01
     22.50000      27.89999      27.89999        2.782447E-01
     22.50000      30.40000      30.40000        3.362978E-01
     22.50000      32.89999      32.89999        3.535260E-01
     22.50000      35.40000      35.40000        3.640243E-01
     22.50000      37.89999      37.89999        3.702002E-01
     22.50000      40.40000      40.40000        3.749986E-01
     22.50000      42.90000      42.90000        3.787918E-01
     22.50000      45.40000      45.40000        3.820439E-01
     22.50000      47.89999      47.89999        3.848641E-01
     22.50000      50.40000      50.40000        3.874200E-01
     22.50000      52.89999      52.89999        3.897123E-01
     22.50000      55.40000      55.40000        3.918635E-01
     22.50000      57.89999      57.89999        3.938232E-01
     22.50000      60.40000      60.40000        3.957039E-01
     22.50000      62.89999      62.89999        3.974336E-01
     22.50000      65.40000      65.40000        3.991178E-01
     22.50000      67.90000      67.89999        4.006779E-01
     22.50000      70.40000      70.40000        4.022109E-01
     22.50000      72.89999      72.89999        4.036392E-01
     22.50000      75.40000      75.39999        4.050513E-01
     22.50000      77.89999      77.89999        4.063725E-01
     22.50000      80.40000      80.39999        4.076839E-01
     22.50000      82.89999      82.89999        4.089133E-01
     22.50000      85.40000      85.40000        4.101366E-01
     22.50000      87.89999      87.89999        4.112819E-01
     22.50000      90.40000      90.40000        4.124234E-01
     22.50000      92.89999      92.89999        4.134831E-01
     22.50000      95.40000      95.40000        4.145404E-01
     22.50000      97.90000      97.89999        4.155018E-01
     22.50000     100.40000     100.40000        4.164618E-01
     22.50000     102.90000     102.89999        4.172932E-01
     22.50000     105.40000     105.40000        4.181236E-01
     22.50000     107.89999     107.89999        4.187658E-01
     22.50000     110.39999     110.39999        4.194074E-01
     22.50000     112.89999     112.89999        4.197643E-01
     22.50000     115.39999     115.39999        4.201208E-01
     22.50000     117.89999     117.89999        4.200611E-01
     22.50000     120.39999     120.39999        4.200012E-01
     22.50000     122.89999     122.89999        4.193929E-01
     22.50000     125.40000     125.39999        4.187846E-01
     22.50000     127.89999     127.89999        4.175592E-01
     22.50000     130.40000     130.39999        4.163337E-01
     22.50000     132.89999     132.89999        4.144924E-01
     22.50000     135.40000     135.39999        4.126510E-01
     22.50000     137.89999     137.89999        4.101830E-01
     22.50000     140.40000     140.39999        4.077151E-01
     22.50000     142.89999     142.89999        4.045187E-01
     22.50000     145.40000     145.39999        4.013222E-01
     22.50000     147.89999     147.89999        3.971021E-01
     22.50000     150.40000     150.39999        3.928818E-01
     22.50000     152.90000     152.89999        3.868904E-01
     22.50000     155.40000     155.39999        3.808990E-01
     22.50000     157.89999     157.89999        3.709253E-01
     22.50000     160.39999     160.39999        3.609517E-01
     22.50000     162.90000     162.89999        3.377067E-01
     22.50000     165.40000     165.40001        3.144617E-01
     22.50000     167.89999     167.89999        2.280611E-01
     22.50000     170.39999     170.39999        1.416609E-01
     22.50000     172.90000     172.89999       -9.926996E-02
     22.50000     175.40000     175.40001       -3.402016E-01
     22.50000     177.89999     177.89999       -6.966116E-01
     22.50000     180.40000     180.39999       -1.053023E+00
     22.50000     182.89998     182.89998       -1.493787E+00
     22.50000     185.39999     185.39999       -1.934553E+00
     22.50000     187.89999     187.89999       -2.440909E+00
     22.50000     190.40000     190.39999       -2.947269E+00
     22.50000     192.89998     192.89998       -3.506895E+00
     22.50000     195.39999     195.39999       -4.066525E+00
     22.50000     197.89999     197.89999       -4.670737E+00
     22.50000     200.40000     200.39999       -5.274951E+00
     22.50000     202.89999     202.89998       -5.917314E+00
     22.50000     205.39999     205.39999       -6.559679E+00
     22.50000     207.90000     207.89999       -7.235245E+00
     22.50000     210.40000     210.39999       -7.910814E+00
     22.50000     212.89999     212.89999       -8.615675E+00
     22.50000     215.39999     215.39999       -9.320539E+00
     22.50000     217.90000     217.89999       -1.005154E+01
     22.50000     220.40000     220.40001       -1.078254E+01
     22.50000     222.89999     222.89999       -1.153709E+01
     22.50000     225.39999     225.39999       -1.229165E+01
     22.50000     227.90000     227.89999       -1.306759E+01
     22.50000     230.40000     230.40001       -1.384353E+01
     22.50000     232.89999     232.89999       -1.463904E+01
     22.50000     235.39999     235.39999       -1.543456E+01
     22.50000     237.89998     237.89998       -1.624810E+01
     22.50000     240.39999     240.39999       -1.706165E+01
     22.50000     242.89999     242.89999       -1.789189E+01
     22.50000     245.40000     245.39999       -1.872213E+01
     22.50000     247.89998     247.89998       -1.956793E+01
     22.50000     250.39999     250.39999       -2.041373E+01
     22.50000     250.40332     250.40332       -2.041368E+01
     22.50000     250.40666     250.40666       -2.041366E+01
     22.50000     250.40999     250.40999       -2.041365E+01
     22.50000     250.41332     250.41333       -2.041365E+01
     22.50000     250.41666     250.41666       -2.041364E+01
     22.50000     250.41999     250.42000       -2.041364E+01
     22.50000     250.42333     250.42332       -2.041364E+01
     22.50000     250.42666     250.42667       -2.041364E+01
     22.50000     250.43000     250.42999       -2.041364E+01
     22.50000     250.43333     250.43333       -2.041364E+01
     22.50000     250.43666     250.43666       -2.041364E+01
     22.50000     250.44000     250.44000       -2.041364E+01
     22.50000     250.44333     250.44333       -2.041364E+01
     22.50000     250.44667     250.44667       -2.041364E+01
     22.50000     250.45000     250.45000       -2.041364E+01
