

 One-dimensional plot values
 Input line #     105
  X (Microns)   Y (Microns)  Distance (Microns) Potential (Volts)             
     22.50000     203.54999     202.54999       -6.652429E+00
     22.50000     206.05000     205.05000       -7.295458E+00
     22.50000     208.55000     207.55000       -7.967729E+00
     22.50000     211.05001     210.05000       -8.640002E+00
     22.50000     213.54999     212.55000       -9.338252E+00
     22.50000     216.05000     215.05000       -1.003651E+01
     22.50000     218.55000     217.55000       -1.075807E+01
     22.50000     221.05001     220.05002       -1.147964E+01
     22.50000     223.55000     222.55000       -1.222232E+01
     22.50000     226.05000     225.05000       -1.296500E+01
     22.50000     228.55001     227.55000       -1.372695E+01
     22.50000     231.05001     230.05002       -1.448890E+01
     22.50000     233.55000     232.55000       -1.526855E+01
     22.50000     236.05000     235.05000       -1.604821E+01
     22.50000     238.54999     237.54999       -1.684424E+01
     22.50000     241.04999     240.05000       -1.764027E+01
     22.50000     243.55000     242.55000       -1.845152E+01
     22.50000     246.05000     245.05000       -1.926277E+01
     22.50000     248.54999     247.54999       -2.008825E+01
     22.50000     251.05000     250.05000       -2.091373E+01
     22.50000     251.05333     250.05333       -2.091368E+01
     22.50000     251.05666     250.05667       -2.091366E+01
     22.50000     251.06000     250.06000       -2.091365E+01
     22.50000     251.06333     250.06334       -2.091365E+01
     22.50000     251.06667     250.06667       -2.091364E+01
     22.50000     251.07000     250.07001       -2.091364E+01
     22.50000     251.07333     250.07333       -2.091364E+01
     22.50000     251.07667     250.07668       -2.091364E+01
     22.50000     251.08000     250.08000       -2.091364E+01
     22.50000     251.08334     250.08334       -2.091364E+01
     22.50000     251.08667     250.08667       -2.091364E+01
     22.50000     251.09001     250.09001       -2.091364E+01
     22.50000     251.09334     250.09334       -2.091364E+01
     22.50000     251.09667     250.09668       -2.091364E+01
     22.50000     251.10001     250.10001       -2.091364E+01
