300	0.003
300.5	0.005
301	0.005
301.5	0.003
302	0.003
302.5	0.003
303	0.003
303.5	0.003
304	0.003
304.5	0.003
305	0.003
305.5	0.002
306	0.002
306.5	0.003
307	0.003
307.5	0.003
308	0.003
308.5	0.003
309	0.003
309.5	0.003
310	0.003
310.5	0.005
311	0.005
311.5	0.005
312	0.005
312.5	0.003
313	0.003
313.5	0.003
314	0.003
314.5	0.003
315	0.003
315.5	0.003
316	0.003
316.5	0.003
317	0.003
317.5	0.003
318	0.003
318.5	0.003
319	0.005
319.5	0.005
320	0.003
320.5	0.003
321	0.003
321.5	0.003
322	0.003
322.5	0.005
323	0.005
323.5	0.005
324	0.005
324.5	0.003
325	0.003
325.5	0.003
326	0.003
326.5	0.005
327	0.005
327.5	0.003
328	0.003
328.5	0.003
329	0.003
329.5	0.003
330	0.003
330.5	0.003
331	0.005
331.5	0.005
332	0.003
332.5	0.003
333	0.003
333.5	0.003
334	0.003
334.5	0.003
335	0.003
335.5	0.005
336	0.005
336.5	0.003
337	0.003
337.5	0.003
338	0.003
338.5	0.003
339	0.003
339.5	0.002
340	0.002
340.5	0.005
341	0.005
341.5	0.005
342	0.006
342.5	0.006
343	0.006
343.5	0.006
344	0.005
344.5	0.005
345	0.006
345.5	0.006
346	0.005
346.5	0.005
347	0.006
347.5	0.005
348	0.005
348.5	0.005
349	0.005
349.5	0.005
350	0.005
350.5	0.006
351	0.005
351.5	0.003
352	0.005
352.5	0.006
353	0.005
353.5	0.003
354	0.005
354.5	0.005
355	0.005
355.5	0.006
356	0.005
356.5	0.003
357	0.005
357.5	0.006
358	0.005
358.5	0.003
359	0.005
359.5	0.006
360	0.005
360.5	0.005
361	0.006
361.5	0.006
362	0.005
362.5	0.005
363	0.005
363.5	0.005
364	0.006
364.5	0.005
365	0.005
365.5	0.006
366	0.006
366.5	0.006
367	0.005
367.5	0.005
368	0.006
368.5	0.006
369	0.006
369.5	0.005
370	0.003
370.5	0.005
371	0.006
371.5	0.006
372	0.006
372.5	0.006
373	0.006
373.5	0.006
374	0.005
374.5	0.005
375	0.006
375.5	0.006
376	0.005
376.5	0.003
377	0.005
377.5	0.006
378	0.006
378.5	0.006
379	0.006
379.5	0.006
380	0.005
380.5	0.005
381	0.006
381.5	0.005
382	0.003
382.5	0.003
383	0.005
383.5	0.005
384	0.005
384.5	0.006
385	0.005
385.5	0.003
386	0.005
386.5	0.006
387	0.006
387.5	0.005
388	0.005
388.5	0.006
389	0.006
389.5	0.005
390	0.005
390.5	0.006
391	0.005
391.5	0.003
392	0.003
392.5	0.005
393	0.005
393.5	0.005
394	0.006
394.5	0.006
395	0.005
395.5	0.003
396	0.003
396.5	0.005
397	0.006
397.5	0.006
398	0.006
398.5	0.005
399	0.005
399.5	0.006
400	0.006
400.5	0.005
401	0.003
401.5	0.005
402	0.006
402.5	0.005
403	0.003
403.5	0.005
404	0.006
404.5	0.005
405	0.003
405.5	0.005
406	0.005
406.5	0.005
407	0.006
407.5	0.006
408	0.006
408.5	0.006
409	0.005
409.5	0.005
410	0.006
410.5	0.006
411	0.006
411.5	0.006
412	0.006
412.5	0.005
413	0.005
413.5	0.006
414	0.005
414.5	0.005
415	0.006
415.5	0.005
416	0.005
416.5	0.005
417	0.003
417.5	0.005
418	0.006
418.5	0.006
419	0.006
419.5	0.006
420	0.005
420.5	0.003
421	0.003
421.5	0.005
422	0.005
422.5	0.003
423	0.005
423.5	0.005
424	0.005
424.5	0.006
425	0.005
425.5	0.003
426	0.003
426.5	0.003
427	0.005
427.5	0.006
428	0.006
428.5	0.005
429	0.005
429.5	0.005
430	0.005
430.5	0.006
431	0.005
431.5	0.005
432	0.006
432.5	0.005
433	0.005
433.5	0.006
434	0.005
434.5	0.003
435	0.005
435.5	0.005
436	0.005
436.5	0.005
437	0.005
437.5	0.005
438	0.005
438.5	0.006
439	0.006
439.5	0.006
440	0.006
440.5	0.005
441	0.005
441.5	0.006
442	0.006
442.5	0.006
443	0.006
443.5	0.005
444	0.005
444.5	0.006
445	0.006
445.5	0.006
446	0.006
446.5	0.006
447	0.006
447.5	0.005
448	0.003
448.5	0.003
449	0.005
449.5	0.006
450	0.006
450.5	0.006
451	0.006
451.5	0.005
452	0.003
452.5	0.003
453	0.003
453.5	0.003
454	0.005
454.5	0.006
455	0.006
455.5	0.006
456	0.006
456.5	0.005
457	0.005
457.5	0.006
458	0.005
458.5	0.005
459	0.006
459.5	0.006
460	0.006
460.5	0.006
461	0.006
461.5	0.006
462	0.006
462.5	0.006
463	0.006
463.5	0.005
464	0.003
464.5	0.003
465	0.005
465.5	0.006
466	0.006
466.5	0.005
467	0.003
467.5	0.003
468	0.005
468.5	0.006
469	0.005
469.5	0.005
470	0.006
470.5	0.006
471	0.006
471.5	0.006
472	0.006
472.5	0.006
473	0.006
473.5	0.006
474	0.005
474.5	0.005
475	0.005
475.5	0.005
476	0.006
476.5	0.006
477	0.006
477.5	0.006
478	0.006
478.5	0.006
479	0.005
479.5	0.005
480	0.005
480.5	0.005
481	0.005
481.5	0.005
482	0.005
482.5	0.005
483	0.006
483.5	0.006
484	0.006
484.5	0.006
485	0.005
485.5	0.005
486	0.006
486.5	0.006
487	0.005
487.5	0.005
488	0.006
488.5	0.005
489	0.005
489.5	0.006
490	0.005
490.5	0.005
491	0.006
491.5	0.006
492	0.006
492.5	0.006
493	0.006
493.5	0.006
494	0.006
494.5	0.006
495	0.006
495.5	0.006
496	0.006
496.5	0.005
497	0.005
497.5	0.006
498	0.005
498.5	0.005
499	0.005
499.5	0.005
500	0.006
500.5	0.005
501	0.005
501.5	0.005
502	0.005
502.5	0.006
503	0.005
503.5	0.005
504	0.005
504.5	0.003
505	0.005
505.5	0.006
506	0.005
506.5	0.003
507	0.003
507.5	0.005
508	0.005
508.5	0.005
509	0.006
509.5	0.006
510	0.005
510.5	0.005
511	0.006
511.5	0.005
512	0.005
512.5	0.005
513	0.003
513.5	0.003
514	0.003
514.5	0.005
515	0.005
515.5	0.005
516	0.006
516.5	0.006
517	0.006
517.5	0.006
518	0.006
518.5	0.005
519	0.005
519.5	0.006
520	0.006
520.5	0.003
521	0.003
521.5	0.005
522	0.005
522.5	0.005
523	0.005
523.5	0.005
524	0.005
524.5	0.005
525	0.005
525.5	0.005
526	0.003
526.5	0.003
527	0.005
527.5	0.005
528	0.005
528.5	0.003
529	0.002
529.5	0.003
530	0.005
530.5	0.005
531	0.005
531.5	0.005
532	0.005
532.5	0.005
533	0.005
533.5	0.005
534	0.005
534.5	0.005
535	0.003
535.5	0.003
536	0.006
536.5	0.006
537	0.005
537.5	0.005
538	0.003
538.5	0.003
539	0.005
539.5	0.005
540	0.005
540.5	0.005
541	0.005
541.5	0.003
542	0.003
542.5	0.003
543	0.003
543.5	0.003
544	0.002
544.5	0.003
545	0.003
545.5	0.003
546	0.003
546.5	0.003
547	0.003
547.5	0.003
548	0.005
548.5	0.003
549	0.003
549.5	0.005
550	0.005
550.5	0.003
551	0.003
551.5	0.005
552	0.005
552.5	0.005
553	0.005
553.5	0.005
554	0.005
554.5	0.005
555	0.005
555.5	0.005
556	0.005
556.5	0.005
557	0.005
557.5	0.005
558	0.005
558.5	0.003
559	0.002
559.5	0.003
560	0.005
560.5	0.005
561	0.005
561.5	0.005
562	0.005
562.5	0.005
563	0.005
563.5	0.005
564	0.005
564.5	0.005
565	0.005
565.5	0.006
566	0.006
566.5	0.006
567	0.006
567.5	0.005
568	0.006
568.5	0.008
569	0.006
569.5	0.006
570	0.008
570.5	0.008
571	0.008
571.5	0.008
572	0.008
572.5	0.008
573	0.008
573.5	0.009
574	0.009
574.5	0.008
575	0.009
575.5	0.011
576	0.011
576.5	0.012
577	0.014
577.5	0.014
578	0.014
578.5	0.014
579	0.015
579.5	0.015
580	0.015
580.5	0.018
581	0.018
581.5	0.018
582	0.021
582.5	0.023
583	0.021
583.5	0.021
584	0.024
584.5	0.026
585	0.027
585.5	0.029
586	0.031
586.5	0.032
587	0.032
587.5	0.034
588	0.037
588.5	0.038
589	0.04
589.5	0.041
590	0.043
590.5	0.046
591	0.047
591.5	0.05
592	0.053
592.5	0.055
593	0.056
593.5	0.061
594	0.064
594.5	0.067
595	0.07
595.5	0.073
596	0.078
596.5	0.082
597	0.085
597.5	0.089
598	0.092
598.5	0.095
599	0.099
599.5	0.105
600	0.111
600.5	0.117
601	0.124
601.5	0.128
602	0.134
602.5	0.142
603	0.148
603.5	0.156
604	0.163
604.5	0.171
605	0.179
605.5	0.188
606	0.2
606.5	0.209
607	0.218
607.5	0.227
608	0.238
608.5	0.25
609	0.264
609.5	0.276
610	0.29
610.5	0.302
611	0.317
611.5	0.331
612	0.346
612.5	0.362
613	0.377
613.5	0.395
614	0.417
