

 One-dimensional plot values
 Input line #     120
  X (Microns)   Y (Microns)  Distance (Microns) Potential (Volts)             
     22.50000       0.35000       0.35000       -5.523408E+00
     22.50000       0.35167       0.35167       -5.523408E+00
     22.50000       0.35333       0.35333       -5.523408E+00
     22.50000       0.35500       0.35500       -5.523408E+00
     22.50000       0.35667       0.35667       -5.523408E+00
     22.50000       0.35833       0.35833       -5.523409E+00
     22.50000       0.36000       0.36000       -5.523409E+00
     22.50000       0.36167       0.36167       -5.523409E+00
     22.50000       0.36333       0.36333       -5.523410E+00
     22.50000       0.36500       0.36500       -5.523410E+00
     22.50000       0.36667       0.36667       -5.523411E+00
     22.50000       0.36833       0.36833       -5.523412E+00
     22.50000       0.37000       0.37000       -5.523412E+00
     22.50000       0.37167       0.37167       -5.523413E+00
     22.50000       0.37333       0.37333       -5.523414E+00
     22.50000       0.37500       0.37500       -5.523416E+00
     22.50000       0.37667       0.37667       -5.523417E+00
     22.50000       0.37833       0.37833       -5.523419E+00
     22.50000       0.38000       0.38000       -5.523422E+00
     22.50000       0.38167       0.38167       -5.523427E+00
     22.50000       0.38333       0.38333       -5.523431E+00
     22.50000       0.38500       0.38500       -5.523443E+00
     22.50000       0.38667       0.38667       -5.523452E+00
     22.50000       0.38833       0.38833       -5.523477E+00
     22.50000       0.39000       0.39000       -5.523496E+00
     22.50000       0.39167       0.39167       -5.523549E+00
     22.50000       0.39333       0.39333       -5.523589E+00
     22.50000       0.39500       0.39500       -5.523704E+00
     22.50000       0.39667       0.39667       -5.523790E+00
     22.50000       0.39833       0.39833       -5.524040E+00
     22.50000       0.40000       0.40000       -5.524226E+00
     22.50000       2.89999       2.89999       -4.528954E+00
     22.50000       5.40000       5.40000       -3.594853E+00
     22.50000       7.89999       7.89999       -2.894304E+00
     22.50000      10.40000      10.40000       -2.335450E+00
     22.50000      12.89999      12.89999       -1.837236E+00
     22.50000      15.40000      15.40000       -1.442196E+00
     22.50000      17.89999      17.89999       -1.087522E+00
     22.50000      20.40000      20.40000       -8.041893E-01
     22.50000      22.89999      22.89999       -5.706327E-01
     22.50000      25.40000      25.40000       -3.915827E-01
     22.50000      27.89999      27.89999       -2.807859E-01
     22.50000      30.40000      30.40000       -2.102152E-01
     22.50000      32.89999      32.89999       -1.803262E-01
     22.50000      35.40000      35.40000       -1.605602E-01
     22.50000      37.89999      37.89999       -1.483636E-01
     22.50000      40.40000      40.40000       -1.388620E-01
     22.50000      42.90000      42.90000       -1.313409E-01
     22.50000      45.40000      45.40000       -1.249403E-01
     22.50000      47.89999      47.89999       -1.193926E-01
     22.50000      50.40000      50.40000       -1.144125E-01
     22.50000      52.89999      52.89999       -1.099538E-01
     22.50000      55.40000      55.40000       -1.058076E-01
     22.50000      57.89999      57.89999       -1.020454E-01
     22.50000      60.40000      60.40000       -9.846347E-02
     22.50000      62.89999      62.89999       -9.518962E-02
     22.50000      65.40000      65.40000       -9.202283E-02
     22.50000      67.90000      67.89999       -8.911370E-02
     22.50000      70.40000      70.40000       -8.626964E-02
     22.50000      72.89999      72.89999       -8.364604E-02
     22.50000      75.40000      75.39999       -8.106259E-02
     22.50000      77.89999      77.89999       -7.867179E-02
     22.50000      80.40000      80.39999       -7.630609E-02
     22.50000      82.89999      82.89999       -7.411367E-02
     22.50000      85.40000      85.40000       -7.193714E-02
     22.50000      87.89999      87.89999       -6.992367E-02
     22.50000      90.40000      90.40000       -6.792028E-02
     22.50000      92.89999      92.89999       -6.608278E-02
     22.50000      95.40000      95.40000       -6.425181E-02
     22.50000      97.90000      97.89999       -6.260793E-02
     22.50000     100.40000     100.40000       -6.096827E-02
     22.50000     102.90000     102.89999       -5.956855E-02
     22.50000     105.40000     105.40000       -5.817157E-02
     22.50000     107.89999     107.89999       -5.711414E-02
     22.50000     110.39999     110.39999       -5.605854E-02
     22.50000     112.89999     112.89999       -5.550590E-02
     22.50000     115.39999     115.39999       -5.495447E-02
     22.50000     117.89999     117.89999       -5.513197E-02
     22.50000     120.39999     120.39999       -5.531026E-02
     22.50000     122.89999     122.89999       -5.645089E-02
     22.50000     125.40000     125.39999       -5.759197E-02
     22.50000     127.89999     127.89999       -5.982872E-02
     22.50000     130.40000     130.39999       -6.206573E-02
     22.50000     132.89999     132.89999       -6.542044E-02
     22.50000     135.40000     135.39999       -6.877533E-02
     22.50000     137.89999     137.89999       -7.329606E-02
     22.50000     140.40000     140.39999       -7.781690E-02
     22.50000     142.89999     142.89999       -8.371618E-02
     22.50000     145.40000     145.39999       -8.961556E-02
     22.50000     147.89999     147.89999       -9.744849E-02
     22.50000     150.40000     150.39999       -1.052815E-01
     22.50000     152.90000     152.89999       -1.163882E-01
     22.50000     155.40000     155.39999       -1.274949E-01
     22.50000     157.89999     157.89999       -1.456323E-01
     22.50000     160.39999     160.39999       -1.637696E-01
     22.50000     162.90000     162.89999       -2.023029E-01
     22.50000     165.40000     165.40001       -2.408362E-01
     22.50000     167.89999     167.89999       -3.404644E-01
     22.50000     170.39999     170.39999       -4.400923E-01
     22.50000     172.90000     172.89999       -6.860704E-01
     22.50000     175.40000     175.40001       -9.320492E-01
     22.50000     177.89999     177.89999       -1.291194E+00
     22.50000     180.40000     180.39999       -1.650342E+00
     22.50000     182.89998     182.89998       -2.092891E+00
     22.50000     185.39999     185.39999       -2.535442E+00
     22.50000     187.89999     187.89999       -3.043087E+00
     22.50000     190.40000     190.39999       -3.550733E+00
     22.50000     192.89998     192.89998       -4.111346E+00
     22.50000     195.39999     195.39999       -4.671962E+00
     22.50000     197.89999     197.89999       -5.276962E+00
     22.50000     200.40000     200.39999       -5.881965E+00
     22.50000     202.89999     202.89998       -6.524976E+00
     22.50000     205.39999     205.39999       -7.167991E+00
     22.50000     207.90000     207.89999       -7.844103E+00
     22.50000     210.40000     210.39999       -8.520219E+00
     22.50000     212.89999     212.89999       -9.225550E+00
     22.50000     215.39999     215.39999       -9.930882E+00
     22.50000     217.90000     217.89999       -1.066229E+01
     22.50000     220.40000     220.40001       -1.139370E+01
     22.50000     222.89999     222.89999       -1.214861E+01
     22.50000     225.39999     225.39999       -1.290353E+01
     22.50000     227.90000     227.89999       -1.367979E+01
     22.50000     230.40000     230.40001       -1.445605E+01
     22.50000     232.89999     232.89999       -1.525185E+01
     22.50000     235.39999     235.39999       -1.604766E+01
     22.50000     237.89998     237.89998       -1.686146E+01
     22.50000     240.39999     240.39999       -1.767527E+01
     22.50000     242.89999     242.89999       -1.850575E+01
     22.50000     245.40000     245.39999       -1.933624E+01
     22.50000     247.89998     247.89998       -1.991812E+01
     22.50000     250.39999     250.39999       -2.050000E+01
     22.50000     250.40332     250.40332       -2.050000E+01
     22.50000     250.40666     250.40666       -2.050000E+01
     22.50000     250.40999     250.40999       -2.050000E+01
     22.50000     250.41332     250.41333       -2.050000E+01
     22.50000     250.41666     250.41666       -2.050000E+01
     22.50000     250.41999     250.42000       -2.050000E+01
     22.50000     250.42333     250.42332       -2.050000E+01
     22.50000     250.42666     250.42667       -2.050000E+01
     22.50000     250.43000     250.42999       -2.050000E+01
     22.50000     250.43333     250.43333       -2.050000E+01
     22.50000     250.43666     250.43666       -2.050000E+01
     22.50000     250.44000     250.44000       -2.050000E+01
     22.50000     250.44333     250.44333       -2.050000E+01
     22.50000     250.44667     250.44667       -2.050000E+01
     22.50000     250.45000     250.45000       -2.050000E+01
